country_name,year,total_medals,color
Poland,1964,23,grey
Poland,1968,18,grey
Poland,1972,24,grey
Poland,1976,27,grey
Poland,1980,33,grey
Poland,1988,18,grey
Poland,1992,21,grey
Poland,1996,17,grey
Poland,2000,18,grey
Poland,2002,2,grey
Poland,2004,12,grey
Poland,2006,2,grey
Poland,2008,12,grey
Poland,2010,6,grey
Poland,2012,13,grey
Poland,2014,6,grey
Poland,2016,13,grey
Poland,2018,2,grey
Poland,2020,16,grey
Poland,2022,1,grey
Portugal,1924,1,grey
Portugal,1928,1,grey
Portugal,1936,1,grey
Portugal,1948,3,grey
Portugal,1952,2,grey
Portugal,1960,2,grey
Portugal,1976,2,grey
Portugal,1984,3,grey
Portugal,1988,1,grey
Portugal,1996,3,grey
Portugal,2000,2,grey
Portugal,2004,3,grey
Portugal,2008,2,grey
Portugal,2012,2,grey
Portugal,2016,1,grey
Portugal,2020,4,grey
Puerto Rico,1948,1,grey
Puerto Rico,1976,1,grey
Puerto Rico,1984,2,grey
Puerto Rico,1992,1,grey
Puerto Rico,1996,1,grey
Puerto Rico,2012,2,grey
Puerto Rico,2016,1,grey
Puerto Rico,2020,1,grey
Qatar,1992,1,grey
Qatar,2000,1,grey
Qatar,2012,2,grey
Qatar,2016,1,grey
Qatar,2020,4,grey
Republic of Moldova,1996,3,grey
Republic of Moldova,2000,2,grey
Republic of Moldova,2008,1,grey
Republic of Moldova,2020,1,grey
Romania,1924,1,grey
Romania,1936,1,grey
Romania,1952,4,grey
Romania,1956,14,grey
Romania,1960,10,grey
Romania,1964,13,grey
Romania,1968,18,grey
Romania,1972,18,grey
Romania,1976,29,grey
Romania,1980,28,grey
Romania,1984,58,grey
Romania,1988,26,grey
Romania,1992,19,grey
Romania,1996,23,grey
Romania,2000,30,grey
Romania,2004,21,grey
Romania,2008,10,grey
Romania,2012,7,grey
Romania,2016,5,grey
Romania,2020,6,grey
Russia,1908,3,grey
Russia,1912,5,grey
Russia,1994,27,grey
Russia,1996,63,grey
Russia,1998,22,grey
Russia,2000,93,grey
Russia,2002,15,grey
Russia,2004,95,grey
Russia,2006,25,grey
Russia,2008,67,grey
Russia,2010,19,grey
Russia,2012,73,grey
Russia,2014,33,grey
Russia,2016,59,grey
Russia,2020,81,grey
Russia,2022,38,grey
Samoa,2008,1,grey
San Marino,2020,4,grey
Saudi Arabia,2000,2,grey
Saudi Arabia,2012,1,grey
Saudi Arabia,2020,1,grey
Senegal,1988,1,grey
Serbia,2008,3,grey
Serbia,2012,4,grey
Serbia,2016,9,grey
Serbia,2020,9,grey
Serbia and Montenegro,1996,4,grey
Serbia and Montenegro,2000,3,grey
Serbia and Montenegro,2004,2,grey
Singapore,1960,1,grey
Singapore,2008,1,grey
Singapore,2012,2,grey
Singapore,2016,1,grey
Slovakia,1996,3,grey
Slovakia,2000,6,grey
Slovakia,2004,7,grey
Slovakia,2006,1,grey
Slovakia,2008,7,grey
Slovakia,2010,3,grey
Slovakia,2012,5,grey
Slovakia,2014,1,grey
Slovakia,2016,5,grey
Slovakia,2018,3,grey
Slovakia,2020,4,grey
Slovakia,2022,2,grey
Slovenia,1992,3,grey
Slovenia,1994,3,grey
Slovenia,1996,2,grey
Slovenia,2000,3,grey
Slovenia,2002,1,grey
Slovenia,2004,5,grey
Slovenia,2008,5,grey
Slovenia,2010,3,grey
Slovenia,2012,5,grey
Slovenia,2014,8,grey
Slovenia,2016,4,grey
Slovenia,2018,2,grey
Slovenia,2020,5,grey
Slovenia,2022,7,grey
South Africa,1908,2,grey
South Africa,1912,7,grey
South Africa,1920,11,grey
South Africa,1924,3,grey
South Africa,1928,3,grey
South Africa,1932,5,grey
South Africa,1936,1,grey
South Africa,1948,4,grey
South Africa,1952,11,grey
South Africa,1956,4,grey
South Africa,1960,3,grey
South Africa,1992,3,grey
South Africa,1996,5,grey
South Africa,2000,5,grey
South Africa,2004,7,grey
South Africa,2008,1,grey
South Africa,2012,6,grey
South Africa,2016,11,grey
South Africa,2020,3,grey
South Korea,1948,2,grey
South Korea,1952,2,grey
South Korea,1956,2,grey
South Korea,1964,3,grey
South Korea,1968,2,grey
South Korea,1972,1,grey
South Korea,1976,6,grey
South Korea,1984,19,grey
South Korea,1988,35,grey
South Korea,1992,39,grey
South Korea,1994,6,grey
South Korea,1996,32,grey
South Korea,1998,6,grey
South Korea,2000,31,grey
South Korea,2002,4,grey
South Korea,2004,34,grey
South Korea,2006,11,grey
South Korea,2008,35,grey
South Korea,2010,14,grey
South Korea,2012,31,grey
South Korea,2014,8,grey
South Korea,2016,22,grey
South Korea,2018,17,grey
South Korea,2020,22,grey
South Korea,2022,9,grey
Soviet Union,1952,72,grey
Soviet Union,1956,119,grey
Soviet Union,1960,130,grey
Soviet Union,1964,125,grey
Soviet Union,1968,110,grey
Soviet Union,1972,123,grey
Soviet Union,1976,162,grey
Soviet Union,1980,228,grey
Soviet Union,1984,31,grey
Soviet Union,1988,172,grey
Spain,1900,2,grey
Spain,1920,2,grey
Spain,1928,1,grey
Spain,1932,1,grey
Spain,1948,1,grey
Spain,1952,1,grey
Spain,1960,1,grey
Spain,1972,2,grey
Spain,1976,3,grey
Spain,1980,9,grey
Spain,1984,8,grey
Spain,1988,5,grey
Spain,1992,27,grey
Spain,1996,20,grey
Spain,2000,12,grey
Spain,2004,24,grey
Spain,2008,25,grey
Spain,2012,21,grey
Spain,2016,19,grey
Spain,2018,2,grey
Spain,2020,19,grey
Spain,2022,1,grey
Sri Lanka,1948,1,grey
Sri Lanka,2000,1,grey
Sudan,2008,1,grey
Suriname,1988,1,grey
Suriname,1992,1,grey
Sweden,1900,1,grey
Sweden,1908,26,grey
Sweden,1912,68,grey
Sweden,1920,64,grey
Sweden,1924,31,grey
Sweden,1928,29,grey
Sweden,1932,27,grey
Sweden,1936,26,grey
Sweden,1948,56,grey
Sweden,1952,38,grey
Sweden,1956,26,grey
Sweden,1960,14,grey
Sweden,1964,17,grey
Sweden,1968,12,grey
Sweden,1972,21,grey
Sweden,1976,8,grey
Sweden,1980,17,grey
Sweden,1984,29,grey
Sweden,1988,19,grey
Sweden,1992,18,grey
Sweden,1994,3,grey
Sweden,1996,10,grey
Sweden,1998,3,grey
Sweden,2000,13,grey
Sweden,2002,7,grey
Sweden,2004,9,grey
Sweden,2006,16,grey
Sweden,2008,7,grey
Sweden,2010,12,grey
Sweden,2012,9,grey
Sweden,2014,17,grey
Sweden,2016,11,grey
Sweden,2018,15,grey
Sweden,2020,10,grey
Sweden,2022,20,grey
Switzerland,1896,3,grey
Switzerland,1900,9,grey
Switzerland,1904,3,grey
Switzerland,1920,11,grey
Switzerland,1924,29,grey
Switzerland,1928,16,grey
Switzerland,1932,3,grey
Switzerland,1936,19,grey
Switzerland,1948,33,grey
Switzerland,1952,18,grey
Switzerland,1956,7,grey
Switzerland,1960,9,grey
Switzerland,1964,4,grey
Switzerland,1968,11,grey
Switzerland,1972,15,grey
Switzerland,1976,10,grey
Switzerland,1980,8,grey
Switzerland,1984,13,grey
Switzerland,1988,20,grey
Switzerland,1992,5,grey
Switzerland,1994,11,grey
Switzerland,1996,8,grey
Switzerland,1998,7,grey
Switzerland,2000,9,grey
Switzerland,2002,13,grey
Switzerland,2004,7,grey
Switzerland,2006,15,grey
Switzerland,2008,8,grey
Switzerland,2010,9,grey
Switzerland,2012,4,grey
Switzerland,2014,12,grey
Switzerland,2016,8,grey
Switzerland,2018,16,grey
Switzerland,2020,15,grey
Switzerland,2022,14,grey
Syrian Arab Republic,1984,1,grey
Syrian Arab Republic,1996,1,grey
Syrian Arab Republic,2004,1,grey
Syrian Arab Republic,2020,1,grey
Tajikistan,2008,2,grey
Tajikistan,2012,1,grey
Tajikistan,2016,1,grey
Thailand,1976,1,grey
Thailand,1984,1,grey
Thailand,1988,1,grey
Thailand,1992,1,grey
Thailand,1996,2,grey
Thailand,2000,3,grey
Thailand,2004,8,grey
Thailand,2008,6,grey
Thailand,2012,4,grey
Thailand,2016,6,grey
Thailand,2020,2,grey
Togo,2008,1,grey
Tonga,1996,1,grey
Trinidad and Tobago,1948,1,grey
Trinidad and Tobago,1952,2,grey
Trinidad and Tobago,1964,3,grey
Trinidad and Tobago,1976,1,grey
Trinidad and Tobago,1996,2,grey
Trinidad and Tobago,2000,2,grey
Trinidad and Tobago,2004,1,grey
Trinidad and Tobago,2008,2,grey
Trinidad and Tobago,2012,4,grey
Trinidad and Tobago,2016,1,grey
Tunisia,1964,2,grey
Tunisia,1968,2,grey
Tunisia,1972,1,grey
Tunisia,1996,1,grey
Tunisia,2008,1,grey
Tunisia,2012,3,grey
Tunisia,2016,3,grey
Tunisia,2020,2,grey
Turkey,1936,2,grey
Turkey,1948,12,grey
Turkey,1952,3,grey
Turkey,1956,7,grey
Turkey,1960,9,grey
Turkey,1964,6,grey
Turkey,1968,2,grey
Turkey,1972,1,grey
Turkey,1984,3,grey
Turkey,1988,2,grey
Turkey,1992,6,grey
Turkey,1996,6,grey
Turkey,2000,5,grey
Turkey,2004,10,grey
Turkey,2008,5,grey
Turkey,2012,3,grey
Turkey,2016,8,grey
Turkey,2020,13,grey
Turkmenistan,2020,1,grey
Uganda,1968,2,grey
Uganda,1972,2,grey
Uganda,1980,1,grey
Uganda,1996,1,grey
Uganda,2012,1,grey
Uganda,2020,4,grey
Ukraine,1994,2,grey
Ukraine,1996,25,grey
Ukraine,1998,1,grey
Ukraine,2000,25,grey
Ukraine,2004,23,grey
Ukraine,2006,3,grey
Ukraine,2008,23,grey
Ukraine,2012,19,grey
Ukraine,2014,2,grey
Ukraine,2016,12,grey
Ukraine,2018,1,grey
Ukraine,2020,22,grey
Ukraine,2022,1,grey
Unified Team,1992,141,grey
United Arab Emirates,2004,1,grey
United Arab Emirates,2016,1,grey
United Arab Republic,1960,2,grey
United Republic of Tanzania,1980,2,grey
Uruguay,1924,1,grey
Uruguay,1928,1,grey
Uruguay,1932,1,grey
Uruguay,1948,3,grey
Uruguay,1952,3,grey
Uruguay,1956,1,grey
Uruguay,1964,1,grey
Uruguay,2000,1,grey
USA,1896,20,grey
USA,1900,48,grey
USA,1904,241,grey
USA,1908,47,grey
USA,1912,63,grey
USA,1920,96,grey
USA,1924,108,grey
USA,1928,64,grey
USA,1932,120,grey
USA,1936,61,grey
USA,1948,98,grey
USA,1952,90,grey
USA,1956,84,grey
USA,1960,83,grey
USA,1964,102,grey
USA,1968,117,grey
USA,1972,103,grey
USA,1976,108,grey
USA,1980,12,grey
USA,1984,189,grey
USA,1988,108,grey
USA,1992,128,grey
USA,1994,13,grey
USA,1996,106,grey
USA,1998,15,grey
USA,2000,102,grey
USA,2002,37,grey
USA,2004,106,grey
USA,2006,27,grey
USA,2008,116,grey
USA,2010,39,grey
USA,2012,112,grey
USA,2014,32,grey
USA,2016,127,grey
USA,2018,26,grey
USA,2020,118,grey
USA,2022,28,grey
Uzbekistan,1994,1,grey
Uzbekistan,1996,2,grey
Uzbekistan,2000,4,grey
Uzbekistan,2004,5,grey
Uzbekistan,2008,4,grey
Uzbekistan,2012,2,grey
Uzbekistan,2016,13,grey
Uzbekistan,2020,5,grey
Venezuela,1952,1,grey
Venezuela,1960,1,grey
Venezuela,1968,1,grey
Venezuela,1976,1,grey
Venezuela,1980,1,grey
Venezuela,1984,3,grey
Venezuela,2004,2,grey
Venezuela,2008,1,grey
Venezuela,2012,1,grey
Venezuela,2016,3,grey
Venezuela,2020,4,grey
Vietnam,2000,1,grey
Vietnam,2008,1,grey
Vietnam,2016,2,grey
"Virgin Islands, US",1988,1,grey
West Indies Federation,1960,2,grey
Yugoslavia,1924,2,grey
Yugoslavia,1928,5,grey
Yugoslavia,1936,1,grey
Yugoslavia,1948,2,grey
Yugoslavia,1952,3,grey
Yugoslavia,1956,3,grey
Yugoslavia,1960,2,grey
Yugoslavia,1964,5,grey
Yugoslavia,1968,8,grey
Yugoslavia,1972,5,grey
Yugoslavia,1976,8,grey
Yugoslavia,1980,10,grey
Yugoslavia,1984,22,grey
Yugoslavia,1988,18,grey
Zambia,1984,1,grey
Zambia,1996,1,grey
Zimbabwe,1980,1,grey
Zimbabwe,2004,3,grey
Zimbabwe,2008,4,grey
